X1,index,fluxes,reduced_costs,Reaction,Node
0.7746380859236233,CYOR-u10m,3.50646226562529e-14,0,2.0 ficytC[mA] + 2.0 h[mA] + q10h2[mA] --> 2.0 focytC[mA] + 4.0 h[cA] + q10[mA],Astrocyte
0.7752824648832839,CYSGLUexR,0,0.6419190972331636,cys-L[e] + gln-L[cA] --> cys-L[cA] + gln-L[e],Astrocyte
0.7759239609373418,CYSGLYex,0,0,cys-L[cA] + gly[e] --> cys-L[e] + gly[cA],Astrocyte
0.7765625997657547,CYSGLYexR,0,0,cys-L[cA] + gly[e] <=> cys-L[e] + gly[cA],Astrocyte
0.7771984067068916,CYSO,0,0.2692292433650693,cys-L[cA] + o2[cA] --> 3sala[cA] + 2.0 h[cA],Astrocyte
0.7778314067635649,CYSTAm,0,0,akg[mA] + cys-L[mA] <=> glu-L[mA] + mercppyr[mA],Astrocyte
0.7784616246089284,CYStec,0,0,cys-L[e] <=> cys-L[cA],Astrocyte
0.7790890845922477,CYTK1m,0,0,atp[mA] + cmp[mA] <=> adp[mA] + cdp[mA],Astrocyte
0.7797138107445437,D-LACt2,0,0,h[e] + lac-D[e] <=> h[cA] + lac-D[cA],Astrocyte
0.780335826784115,D-LACtm,0,0,h[cA] + lac-D[cA] <=> h[mA] + lac-D[mA],Astrocyte
0.7809551561219391,DDPGAm,0,0,4h2oglt[mA] <=> glx[mA] + pyr[mA],Astrocyte
0.7815718218669603,DECDPtm,0,0,decdp[cA] <=> decdp[mA],Astrocyte
0.7821858468312619,DGNSKm,0,1.871712858608513e-17,atp[mA] + dgsn[mA] --> adp[mA] + dgmp[mA] + h[mA],Astrocyte
0.7827972535351284,DGSNt,0,0,dgsn[e] <=> dgsn[cA],Astrocyte
0.7834060642120025,DGSNtm,0,0,dgsn[cA] <=> dgsn[mA],Astrocyte
